RC1N30D100T18V9p	1.53266e-311	1916.85	0	3.72066e-103	5.416e-312	100	2.37152e-322	0	5.416e-312	1e+08	0	0	0	5.416e-312
RC1N30D100T24V5p	1.04197e-311	6005.7	0	3.72066e-103	3.63401e-312	100	2.37152e-322	0	3.63401e-312	1e+08	0	0	0	3.63401e-312
RC1N30D100T24V6p	9.21802e-312	5124.49	0	3.72066e-103	1.27338e-312	100	2.37152e-322	0	1.27338e-312	1e+08	0	0	0	1.27338e-312
RC1N30D100T24V7p	9.31047e-312	3585.54	0	3.72066e-103	3.96916e-313	100	2.37152e-322	0	3.96916e-313	1e+08	0	0	0	3.96916e-313
RC1N30D100T24V8p	9.83998e-312	2271.93	0	3.72066e-103	2.59182e-312	100	2.37152e-322	0	2.59182e-312	1e+08	0	0	0	2.59182e-312
RC1N30D100T24V9p	8.53449e-312	5443.14	0	3.72066e-103	1.34476e-312	100	2.37152e-322	0	1.34476e-312	1e+08	0	0	0	1.34476e-312
RC1N35D100T18V5p	1.47537e-311	2371.18	0	3.72066e-103	4.91345e-312	100	2.37152e-322	0	4.91345e-312	1e+08	0	0	0	4.91345e-312
RC1N35D100T18V6p	1.16106e-311	2040.01	0	3.72066e-103	1.7923e-312	100	2.37152e-322	0	1.7923e-312	1e+08	0	0	0	1.7923e-312
RC1N35D100T18V7p	100000	1539.12	2079	3.72066e-103	0.152	-2.68769e+109	2.37152e-322	17913	6.211	100000	0	0	0	-2.68769e+109
RC1N35D100T18V8p	1.00257e-311	2473.27	0	3.72066e-103	4.53145e-312	100	2.37152e-322	0	4.53145e-312	1e+08	0	0	0	4.53145e-312
RC1N35D100T18V9p	100000	106.833	2992	3.72066e-103	0.154	-2.68769e+109	2.37152e-322	19230	6.073	100000	0	0	0	-2.68769e+109
RC1N35D100T24V2p	1.34016e-311	2765.89	0	3.72066e-103	4.17042e-312	100	2.37152e-322	0	4.17042e-312	1e+08	0	0	0	4.17042e-312
RC1N35D100T24V3p	8.71304e-312	2487.55	0	3.72066e-103	6.77775e-313	100	2.37152e-322	0	6.77775e-313	1e+08	0	0	0	6.77775e-313
RC1N35D100T24V4p	1.32294e-311	4718.68	0	3.72066e-103	4.27981e-312	100	2.37152e-322	0	4.27981e-312	1e+08	0	0	0	4.27981e-312
RC1N35D100T24V5p	1.06272e-311	1916.65	0	3.72066e-103	4.35295e-312	100	2.37152e-322	0	4.35295e-312	1e+08	0	0	0	4.35295e-312
RC1N35D100T24V6p	1.38953e-311	1931.38	0	3.72066e-103	4.40664e-312	100	2.37152e-322	0	4.40664e-312	1e+08	0	0	0	4.40664e-312
RC1N35D100T24V7p	1.09409e-311	6085.19	0	3.72066e-103	2.71295e-312	100	2.37152e-322	0	2.71295e-312	1e+08	0	0	0	2.71295e-312
RC1N35D100T24V8p	8.69953e-312	2274.48	0	3.72066e-103	9.11147e-313	100	2.37152e-322	0	9.11147e-313	1e+08	0	0	0	9.11147e-313
RC1N35D100T24V9p	1.16211e-311	3347.9	0	3.72066e-103	7.65462e-313	100	2.37152e-322	0	7.65462e-313	1e+08	0	0	0	7.65462e-313
C2N25D100T18V5p	326	906.539	3271	326	0.336	0	1.18528e-311	0	5.14339e-312	326	0	0	0	0
C2N25D100T18V6p	353	653.955	5587	353	0.325	0	1.17667e-311	0	3.63293e-312	353	0	0	0	0
C2N25D100T18V7p	303	714.476	3681	303	0.282	0	1.10698e-311	0	2.44301e-312	303	0	0	0	0
C2N25D100T18V8p	331.5	569.64	3284	333	0.363	0.45045	1.00367e-311	1127	5.105	331.5	0	0	0	0.45045
C2N25D100T18V9p	334.5	138.577	3328	335	0.311	0.149254	1.03179e-311	405	5.114	334.5	0	0	0	0.149254
C2N25D100T24V5p	1.21087e-311	1845.09	0	3.72066e-103	3.85993e-312	100	1.21087e-311	0	3.85993e-312	1e+08	0	0	0	3.85993e-312
C2N25D100T24V6p	1.23964e-311	3494.14	0	3.72066e-103	3.07666e-312	100	1.23964e-311	0	3.07666e-312	1e+08	0	0	0	3.07666e-312
C2N25D100T24V7p	1.27605e-311	2122.14	0	3.72066e-103	1.92512e-312	100	1.27605e-311	0	1.92512e-312	1e+08	0	0	0	1.92512e-312
C2N25D100T24V8p	9.66945e-312	2023.24	0	3.72066e-103	3.56513e-312	100	9.66946e-312	0	3.56513e-312	1e+08	0	0	0	3.56513e-312
C2N25D100T24V9p	1.30787e-311	2228.04	0	3.72066e-103	3.86338e-312	100	1.30787e-311	0	3.86338e-312	1e+08	0	0	0	3.86338e-312
C2N30D100T18V5p	1.20664e-311	1801.38	0	3.72066e-103	2.93272e-312	100	1.20664e-311	0	2.93272e-312	1e+08	0	0	0	2.93272e-312
C2N30D100T18V6p	349.333	1221.08	4176	351	1.559	0.474834	8.42554e-312	1651	10.251	349.333	0	0	0	0.474834
C2N30D100T18V7p	381.636	223.121	3020	383	0.865	0.356041	1.47759e-311	2126	8.23	381.636	0	0	0	0.356041
C2N30D100T18V8p	375	681.17	3659	376	1.139	0.265957	1.11844e-311	1116	8.548	375	0	0	0	0.265957
C2N30D100T18V9p	9.32824e-312	1869.42	0	3.72066e-103	8.52724e-313	100	9.32824e-312	0	8.52724e-313	1e+08	0	0	0	8.52724e-313
